sentiment,text
3,Battery doesn't last the up to 7 hours estimate. Didn't even last 4 hours one day. Watches video mostly but should last longer than that.
1,"I purchased 2 of these as Christmas gifts for our niece and nephew. We decided to unbox them and charge them up to be ready for Christmas day. After opening them, discovered they will not allow you to install any free apps or use them for much unless registered with an Amazon account and credit or gift card. I had absolutely no interest in giving a 4 and 7 year old access to one click shopping on my account so we returned these for android type kids tablets. There may be some way around this restriction, but I didn't find it."
4,Great for kids. My grandson (5 years) is very happy with it
5,This is such a wonderful value for the money!!Clear display with great color!!
3,"it has great durability, but lacks great sound. The picture quality is just ok"
5,"Inexpensive tablet for him to use and learn on, step up from the NABI. He was thrilled with it, learn how to Skype on it already..."
4,"I'm new to tablets but this one is pretty easy to understand and use.There's a decent amounts of apps at start up, which can be good and bad."
5,was one of the best thangs i got for my little one
5,"Long battery life, good screen, reasonably fast. Alexa."
4,very good product in its price range affordable and very good
4,We've had three of these Kindles. They are well built and you can't get the quality in a tablet from any other manufacturer. Amazon has great support with them.
5,"This tablet is great! Nice display, and you get the amazon eco-system. Now you can also download google play easily, so you have the best of both worlds."
5,"I have had several budget tablet, but this blows them all away. You have to be willing to be invested in the Amazon ecosystem, but it is well worth it."
5,This smokes the Fire 7 which I picked up last year. Powerful and great screen for streaming...cannot go wrong for the price.
5,Great price - great shipping - great item! Perfect Christmas gift for our granddaughter!
5,"I bought 2, 1 for each kid. Easy to set up and figure iut. I went with the staff member's recommendation and I am so glad I did. I love the internet safety organ on it through Amazon. $2.50 a month per kid for unlimited age related and child safe Internet access and movies, books, games and apps and I can set the time it shuts off and a minimum time for them to read each day. Love love love."
4,One of the best tablets. Good for watching YouTube and reading as well.
5,"I bought this to replace the 7 inch version I lost in the airport. I wanted the bigger screen and the higher resolutions. It is much when loading games in offline mode as well as videos I have downloaded from Amazon Prime to play on the plane when wifi is not available. That was a plus for me. And now that the updated Netflix app allows the same thing, I have plenty of videos. I can also play my .mp4 videos using VLC player that I load to a microSD card. Of course you have wifi and Bluetooth so great for surfing try he net or listening to music. The 8 in screen is perfect for lying in bed and watching my show. I highly recommend this."
5,"This was an item I bought for black Friday because the price was really low. I love it. It gets the job done, great travel item. $49.99, is exactly how much it's worth. The sound is low, but again for a good inexpensive, travel tablet, this is a Best Buy:)"
5,This is the best child's tablet and some adults like me can benefit from the warranty and matched case
5,"I use most of Amazon services (Prime, Kindle, Music, Video, Alexa) and this is the best companion to access all services seamlessly. This tablet also has great features/expansion and performance."
5,Got this for my mom. Decent tablet not heavy and good pirce. She loves it.
5,"I like that it is a good reader and that you can also put some apps on it -- I use it to check email, one note, etc. but primarily as a reader."
5,Cool tab. Must buy for kids. Amazon need load apps
5,My husband loves this. He is happy that he can read anything he chooses from his library and that he also has WiFi access to get to his email and the internet whenever he wants.
3,Best gift for Beginers. Less Price and enough speed and memory. Kids like it a lot.
5,"Love this tablet, it is better than my ipad! There are unlimited full length games, books, etc. I wait for my granddaughter to go to sleep, so I can play it! Great battery life, too. I highly recommend this tablet for adults and children!"
5,Our son just LIVES this unit. He has all his favorite games on it.
5,I needed this for my daughter and needed a tablet that cal handle all my daughters apps and have parental saggy This has it all
4,"This is great if you have two kids and want to give them a tablet to play with. My problem is that my child is dyslexic and this is the lowest level reader that currently supports audible.com... that is the hardware supports audible. In order for my child to use audible I had to disable all of the family features and try to turn it into a reader... I was sad because there are lots of great family features that I had to disable.I did not use geek squad, I reached out directly to kindle support. Pre-sales, they could not tell me the difference between the free and paid family packages. I had to get to a senior person to help me figure be out why audible did not work and the to disable the family features ... even then, I could not disable the Alexa app. My child has full access to Alexa and the rights to turn on shopping.... kind of scary.So my disappointment is that Amazon does not make a kid friendly kindle that we can have audible.com on for my child's learning disability."
5,"This is my third Kindle, I still have the other two; however, this has a camera and much larger screen. I would take this product any day over a tablet."
4,Fast processing great battery reads to me when my eyes bother me. Expandable memory a big plus.
5,This is my sixth unit and has features many of the newer models didn't have.
5,I researched other tablets before purchasing the Amazon Fire Kids Edition. This tablet is everything I thought it would be and more. Great price too. Lots of available features and apps. Very easy to use. My 2 year old grandson loves it!!! He' s having lots of fun and learning.
5,"Went in to look at the 10' Kindle Fire and couldn't resist the price on this one. There wasn't a big enough size difference to justify spending more than 200.00 for the 10 inch. This has been a great device so far. Battery life, ease of use, etc"
5,"Amazon Fire tablets are the best products in their price ranges, especially if they are on sale as they were at the last Black Friday event. Excellent purchase."
5,I bought this for my grandson and it hasn't disappointed me at all! He loves his tablet! I am looking at buying his sister one next!
5,"purchased for 4 yr old, he loves it the fact he can play games or movies, love the parental controls as I am able to monitor how much he is on it."
5,Bought this for my daughter. It is inexpensive and user friendly. I use it all the time while she's at school.
5,This is one of the best tabs for kids to start with.Rugged and sophisticated.
5,My daughter loved it . Best gift for the price it comes with way more then I could have expected
5,This is the best tablet I've ever purchased. The screen is amazing and very functional and the kid mode is easy to get to and my 5 year old loves it makes me jealous and want to get a kindle but that's ok I can use parent most while he's sleeping. All over a really good tablet for both parent and child
5,"The quality of display is better than expected for the price. (Keep in mind that this is not an iPad!). Apps from amazon are well integrated and the functionality is fully enjoyable without limitation. Very satisfied with the product. This review is for Fire HD 8, 16 GB."
5,"Preloaded with the reading app from Kindle but expandable with other apps. Perfect for travel. Carry your library, games and productivity apps in a small footprint."
5,"I would like to say this is my best tablet I have ever buy till now. I will rate it more then iPad Mini. Its best with battery, wifi, touchscreen, sound etc. I had other tablet for my kids earlier, but after having fire hd8, I will not recommend or like to go for any other brand in future. You can't get such good quality product in such less price. I am really very happy on my right decision to choose fire hd8 for my family and kids."
5,Has everything you will ever need inside. For children and adultsA+++
5,"My 2 yr old loves it!!! We got it in pink. Love that you can put restrictions on it, as well as a timer so that theyre not on it too long. The games and books are awesome"
5,"We have been through several tablets, most made for children. This one is the very best one we have ever had. The cover stays on and does not impede use at all. My child has never bothered to take it off. Very easy to use, great Amazon content. I recommend it to anyone that will listen."
5,Bought this tablet at my local store . The nephews love it
5,I bought this and onother one in blue. The kids love it.
5,"I'm a father of two. Both of my kids (6) & (10) got iPads last year for Christmas and love them, but I felt the iPad was lacking a little of what they really need. Purchased two of these and couldn't be more happier. Perfect kids tablet. Don't make the mistake I did and go with the IPad. This product nails it in every aspect the iPad wasn't in terms of a ""kids"" tablet"
5,The best tablet for kids the 1 year unlimited apps is my favorite my kids love it..
5,"I bought this for my son after he broke his iPad, and I am so glad I did!! It has unlimited games and books, which has made such a huge difference in his desire to read!! Love love this tablet!!!"
5,This is the second one I bought. My older son wouldn't share his so for Christmas santa brought little brother one lol. The apps that come with the subscription are endless. I also have Netflix and both kids watch different shows on it too. I once bought a sprout cubby tablet and it broke within 2 days and the customer service was terrible they would not replace and actually wanted to charge more than I paid. The customer service with amazon however is fantastic and replaced my sons tablet when it cracked within 3 days!! They are durable but my older toddler is Just a crazy lil man. You won't regret buying this for your kids.
4,I decided to buy this instead of a traditional kindle and I do not regret my decision at all!The only con (for those evaluating this as a tablet) is that Amazon has their own App Store. Many apps from GooglePlay/AppStore are simply not available.
4,"Bought it for our 2 year old son, has really helped with his vocabulary"
5,I put a memory card in this and put the Play Store on it (Google it). I use it as a mini office with a Bluetooth keyboard. I love it.
5,Easy to use great cover and a lot of options for app games. My daughter loves it.
5,I am extremely pleased. Fast. Efficient. Reliable.
5,Son loves this tablet and uses it everyday. Nice to know that this has a 2 year manufacturer warranty. No questions asked.
5,"Never without my Amazon HD 8 - great for reading, games and surfing the networks."
5,Absolutely love this tablet. Many of the kid apps don't require wifi. My son is even able to watch Mickey Mouse clubhouse episode while in the car without any internet connection.
5,"I purchased this tablet for my 4 year old daughter and its FANTASTIC! Its durable and very user friendly! Love all all the free educational games, movies & books!"
5,"This tablet is one of the best.You won't regret buying this one.Good work,Amazon."
4,"This is the best tablet you can get for under $100. I have used or own many tablets including Ipad Pro/Mini, Samsung Galaxy Tab and Nexus. They are popular high-end tablets but easily cost over $300 or $400. I was very surprised by quality of this tablet and it gives you much more than what you pay. Battery performance is great- it easily lasts over 10 hours after charge. Speakers are solid with two drivers. Performance is decent although not as fast/responsive as high-end tablets. I was bit disappointed at its low contrast display. However for its price, I cannot complain too much."
4,Love the tablet mainly use for games and internet. Grrat product foe the price.
5,"Amazon's devices get better and better each release. I've had the original Kindle fire and it's in no way an Apple iPad replacement, but what it does it does better than anyone. It's a perfect starter tablet and perfect for a child. The price keeps you from worrying about drops and the interface is easy to use."
5,my son had a nabi we bought for learning & entertainment. there were many games we downloaded that didnt work without internet or would shut down randomly on it. But we habe yet to encounter a problem with the fire! i download games and books for him to read which work just great without having to be connected to the internet.
3,"This is the second Fire tablet that I have purchased. The first I returned in after I was not able to load YouTube onto the tablet. Amazon's take on Android was just to unfriendly to make it work. With this new tablet, Amazon has heard my concern and now I'm enjoying this tablet. It's well built for a sub-$100 device, but won't stand up to a lot of abuse."
5,"Purchased this for my wife during Christmas and got a great deal on it. Compared to the older version that she has this model is faster, brighter, and more convenient with Alexa. I would recommend this product looking for a tablet with lots of features packed in it."
4,Great little device that does almost everything a Tablet does. I use it as my computer when I travel as well as a reader.
4,"I purchased the Fire Tablet basically as an e-reader. However, after finding out how to install the Google Play Store, it is much more. Nothing speedy or top of the line, but what would one expect for the price. No regrets!"
5,Won the kindle fire 6 last xmas2015 at work raffle. Gladly got this kindle fire 8 for a bigger screen and better battery life. Love it.
4,Improved over the HD 7. Things set up differently but not hard to learn. Also a bit heavier than the 7 so reading in bed a little harder
5,i just love every thing about it. Its awesome to read
5,I have owned a kindle before & prefer it to an ipad
5,"Fixed alot of issues that were complained about with the 7""."
5,"Fixed alot of issues that were complained about with the 7""."
5,"I already had the Kindle Fire 7"", and this KF8 not only has a bigger picture screen but is faster."
5,Bought this to replace one I had from about 6 years ago. Why did I wait so long. The newer models bigger screen is so nice and it's so much faster!
5,Bought this for my wife to replace her old one and she loved it
4,Got it for my daughter for her 5th birthday. She enjoys it slot and I enjoy the time limit. So win win.
4,Got one for my son and hasn't put it down. Well till the timer shuts it off. He is 5 and loves it.
5,"My bf got me this as a birthday present from my son. It's just like my 7"" although larger. I cannot tell the different between the regular and the HD and I game on it. I'm not sure if it cost more, but wouldn't waste the money if it did."
4,"WISH the kindle fire (for kids) had better way to limit how many items you can download at once. Most kids do not understand that clicking on a bunch of pictures will download that game/program, which is CLOG download times. Needs a better way to remove unwanted items, rather than clicking.. and clicking on every item. Speed and performance is pretty good for a tablet. App store is great and has many items."
4,Great tablet. Great performance and is stable. I have ipads and other tablets and I really enjoy reading and watching shows on my kindle fire vs any other tabletThe kid version is kind of annoying. So.many. apps.. ugh. And kids dont understand that they have to wait longer if they're going to download 100 apps at one time..
5,"Got one for myself and one for my son. Like the parental settings available. No more inappropriate youtube videos. Fast, great screen and appreciate the blue light setting especially at night."
4,Bought this as a gift but was wrong item wanted so wasn't used
5,Looks pretty solid will update review as soon as gift is opened .
5,We purchased this as a gift. Researching and word of mouth led us to purchase this one. Very user friendly.
5,Better then the older models bigger and better then before
5,Her big brother got one so she needed it too! She is pretty good at it!
5,Great value. Daughter loves it. Easy to use and navigate for her.
5,"I bought this as a present for a friend, and he uses it all the time. The HD screen is crystal clear, and this tablet competes well with the bigger names."
4,"Christmas gift so it's to early to tell, arrived on time"
5,"Bought for daughter, love the parental control and curfew setting"
4,This was a great purchase and would definitely buy this again. The reason I didn't give it 5 stars is a programmer glitch. They need to fix screen where little ones can't stop or change icons while they are watching or playing games. Frustrating for two year old to stop cartoons by accidentally touching screen
5,Bought it for mothers day and she hasn't put it down yet.
4,"Pros: liked the warranty, liked that it came with a case making it cost less than buying one separately. Cons: One grandchild was too old for the games included on his locked portion. Was hoping I could put games on a particular grandchilds site and lock it so he couldn't download other things. Would recommend this only for very young children."
4,Love the idea of it. Not as easy to put the DVD movies on it .
5,I got this because it is almost impossible to break
4,"I bought two of these kindles. One for my preteen granddaughter whom had no problem at all being up and running. However, My senior mother found that the touch screen was not sensitive enough for the menu to drop easily for her. As a first time user on the kindle fire my mom will take time getting used to it. However, my tech savvy granddaughter loves her already."
4,Bought as birthday present for grandson and he plays with it daily and with the case on it he hasn't broken it either.
5,Got a great deal on black friday. This is the best affordable tablet for under 100. Was able to get advertisements off from Amazon and installed playstore. Wife bought a cheaper cover for this tablet. Love the Amazon environment. Want to buy another one if they come down in price again!
4,I like that the tablet has child settings and time usage. Very helpful in setting time limits.
1,I liked it at first except the browser is kind of clunky. Also you can. It use all android Apps. The worst thing though was mine just stopped working in the middle of watching a movie on a long plane flight. It was fully charged. I have tried recharging and turning on etc. it is just a blank screen and off. Kind of a cool paperweight. Hope I can get my money back. Or get a new one.
5,This inexpensive tablet does everything I want it to do. I can read my books and magazines and keeps tabs on my kids and grandkids on Facebook. Very easy to use and crystal clear pictures and video.
3,"I like this tablet. I had a nook, the fire has more memory, bigger screen and lower price. The downside? The Amazon Fire is so ridiculously proprietary that I cannot watch any of my movies on it from my nook. This is becoming industry standard. Too bad."
5,Purchased due to reviews and in sale. So far easy to use.
5,it is small enough to carry in your purse and open up a whole new world while waiting at appointments.
4,"What I expected. A better then budget tablet ata good price. Bought for the integration with Alexa and it works well, more info about your Alexa request will show up automatically on the tablet."
5,"This thing looks nice, runs nice and feels nice and for the price I don't think you can find a better tablet."
5,These are excellent to keep on the coffee table or taking along on a trip. Can't beat the price.
4,"Bought this tablet to replace a 3 year old Galaxy Tab. This tablet is quick and easy to use, relatively streamlined. The screen is nice and the stereo speakers, while tiny, sound better than my old tablet. The modified Android system that Amazon is running on this tablet is good, just a bit restrictive. All in all a good tab for general browsing and popular apps.Pros:-Price-Performance-Feels sturdy-Easy to navigate-Silk browser works greatCons:-Not all apps are supported on here, like Telegram-Ads on lock screen feel unnecessary, but not a hindrance-Not as customizable as other Android tabs"
4,Takes way to long to get a full charge. Other then that works great would be better if it had a better camera on it
4,It would have been nice if the charging cord was more compatible with other devices.
2,The charging plugs on these kindle damage way to easy. I am very disappointed as this is not the first time this has happened to one of my kindles.
3,"I love these Tablets, but the charging ports aren't the best. I bought 3 for Christmas and my kids take excellent care of them. I also do NOT them touch the tablets while they are charging. They have only had their tablets since Christmas day and they won't charge. I highly recommend getting the protection warranty for this item."
5,İt is cheap tablet option coming from amazon. Latest model will satisfy your needs
5,t is cheap tablet option coming from amazon. Latest model will satisfy your needs
5,excellent tablet for this price is wonderfull and great performance
5,My godchild loves this tablet. Easy to use and kid friendly. Also allows parents to set controls and I love that
5,"Great gift, for my kid's second birthday! This product is very child friendly and easy to use! I recommend this product for families!"
4,My grandson really enjoys his new Kindle that he for for a Christmas present.
5,great learning tool for my granddaughter. she loves it.
5,This is the way to go for an all-in-one package for the kids. Everything is set-up and easily controlled through adult log in...
4,Bought this for a Christmas gift. Have heard good things about them and it was a recommended buy.
5,I bought this as a Christmas gift for my son. Very easy to use.
5,Think this will be a great product for my parents it is a Christmas gift.
5,This is a Christmas gift for my granddaughter. I purchased this one because I heard a lot of good things about it and the price was great on black Friday.
5,This was a reasonable replacement for a broken tablet.
5,"This was a starter Kindle for my grandson. Since I already have a Kindle Fire Tablet that I love, I had no hesitation buying this for someone else. I chose this tablet because of the childproof case and the extended replacement warranty since the gift was for an adolescent boy."
5,"This was the perfect tablet for my wife for Christmas, she loves it. Easy to navigate and plenty of room for her favorites!"
5,I have an Amazon fire tablet and love it so hopefully he will also. Pretty easy to use as your first tablet.
5,I purchased this Fire Tablet as a Christmas gift for my husband. He is learning to use it and so far likes it really well. He hasn't downloaded any books yet but he now has an email address and will soon have a Facebook account. His brothers & sisters live around the country so now he will be able to keep in contact with them.
4,"She hasn't used the it yet, but my son did a quick check and it seems just fine."
5,Bought this as a Christmas gift for my wife. She is an avid reader. She previously had a B&N Nook which stopped working. This is much nicer and she loves it. Would recommend for someone who likes to read while traveling or simply at home.
5,Christmas gifts for 2 granddaughters. They loved there first ones. time for a update
5,Bought this kindle for my dad for Christmas. He loves it.
5,my kids enjoy the Fire HD and they love the picture quality
4,"This was a Christmas present for my niece, she loved it."
4,"This was a gift for grandchildren. I am sure they will love, seeing they used the older one we have."
5,So far it begin good for my 4yrs old toddler. She enjoy every minute of it.The parental control it's a plus. It also allow you to make multiple kid and adults profiles without any problems issues.
5,Works great. Easy conversion for an aging guy without much technological experience.
1,"The reviews on this on Amazon seemed awesome. Little did I know that there is a chronic problem with the port on these tablets. We just bought this for Christmas and went to charge it for the first time. Nothing. We already loaded (and paid for) several apps, and now we're out that money. Also the charging cord that came with it appears it has been used before - there's some wear at the edge of it. So I went online to see if I could find this issue and there it is - everywhere. This is a problem that has been around for years, but Android - who is the ultimate culprit, has failed to fix it at the source. When you plug in the charger, there's no 'click' so you know it's in place. It just slides in and out. We've had Apple products for several years and never had an issue, then the first Droid product we purchase can't even be charged from the beginning. This will be going back to BestBuy - and will buy another iPad Mini - costs more, but is much much more reliable."
4,Great upgrade from Kindle Fire. Reasonably priced for product.
2,"I got a magenta color because I loved the beautiful purple-ish color shown on the picture. Instead I got a really bright pink-ish color which looks nothing like the color shown here. I went to the store hoping to replace it with a different color but was told that since I bought it on sale, I had to pay the $30 dollar price difference if I wanted to exchange. Unbelievable. The product is good but I never liked the Best buy customer service."
5,"Great for taking on trips. 16 GB, camera, computer"
5,When I decided on this I was shopping for something but didn't know what. After using I have decided this is it. Does all I need.
5,I can do a lot of things on my Kindle I used to rely on the computer for.
4,Works very well. Easy to carry around & connect to wifi.
4,Bought as a gift to my dad and he likes it so far. It's fast enough for apps and great for reading
5,great product at a great price.i like the builtin filter which is easy on youreyes.probably the best reader under 100 dollars.
3,The tablet could be great for my 4 year old daughter if it worked properly. As of right now I need to return it to see if a new one will work. There are black and grey lines across the screen most of the time. It will not go to the home screen so my daughter can play on it. I am hoping a new one will not be faulty.
5,Bought this for my husband at Christmas. He is VERY happy with it and It keeps him out of my hair. Bought one for our young son too. Now i can breathe. LOL. We've had no issues with them and has more than met our expectations. Well worth the money & a VERY good deal!
1,"I bought this to replace a 3-year old Kindle Fire 7"" HDX that I had just dropped on the floor. I sort of panicked, so after doing a couple of hours of research I picked this tablet. Just to be on the safe side I got 16 additional GB of memory. I installed a couple of games (none of them memory hogs) and a cookbook app, in addition to downloading a couple of books and dictionaries. I can honestly say this is the slowest tablet I've ever had. Just rotating the screen takes 7-10 seconds, and that's if there's only one app open. Opening a book or magazine can take half a minute, and God help you if you want to switch between a recipe and a magazine while you're cooking! Amazon is obviously more concerned about showing you constant special offers and apps than having satisfied customers. Since there are no other Fire tablets available for whatever reason (maybe they're being discontinued?) I'll be replacing it with either an iPad or a Galaxy tablet."
5,Great price for product. It's get of you have kids.
4,"nice item, and cute. the tablet is difficult to navigate"
5,"My daughter is learning so much from the games on this device, my wife was glad I bought it."
5,Bought for my daughter she loves it. Great investment for her watching movies!!
4,Got this for my 3 year old due to it having the bumper and I will tell you it's well worth it. I couldn't tell you how many times its been dropped and survives every time.
5,Works as we thought it should. NO PROBLEMS. Good buying experience.
4,"My daughter loves that it is pink and she enjoys watching videos/playing on the tablet, which is what really matters. Sufficient and cheaper alternative to the more expensive tablet alternatives."
4,"My daughter absolutely loves her new tablet. And it does do everything I wanted it to do for her. The free year of Amazon Freetime is an awesome bonus!! The only problem I have with it is that whenever your wifi gets turned off and then back on, your apps on the kids profile have to load again almost as if they haven't been downloaded yet. This happens if the wifi strength gets weak also and it really frustrates my daughter who is 4 years old. I wish that could be fixed because other than that, the tablet is GREAT for my daughter and she has so much fun with it!! I'm sure other kids will love it also!!"
5,"Bought this to replace no-name budget tablet for my daughter. She loves this as it is much faster and has a better display than her old tablet. This is a wonderful value as it is faster, has a better display and sound, is a name brand and cost about the same ... what's not to love about this product?"
1,This thing lasted not even a month before it went dead. Going to try and take it back
4,My son loves this thing. He is always on it. Great learning tool and it keeps him entertained
5,I was looking for a easy to use tablet for a beginner and this met my needs .
3,"This tablet is definitely recommended if you are looking for light to medium usage. Tablet is snappy and quick but slarts to lag after installing multiple apps.Amazon app store is good but there are few essential apps that are not available, though you can install them using black market."
3,I did read about the game prior to buying it but so far the game is only half decent. Too much of the same thing.
4,Purchased this for my son. Decent tablet but not optimum
3,"This makes for a decent tablet for a kid with the kids edition, but I'm not sure I'd want it as an adult. There are much better tablets on the market. But since it's cheap, that's to be expected."
4,good price for the product. I purchased for my middle school son.
4,"Got this for my 4 year old daughter, she enjoys playing games and reading books. A faster processor would me it better."
4,"Got this on sale for 69, decent display but you can tell it is not on par with other tablets. It is great if you have prime and use their services. Great speakes, makes a huge difference in Audio quality. Battert life is good, no complaints. I gave it 4 stars due to the play store access. There is a way around it, I do have it on here now but it took some work."
4,We have several kindles and this is the latest version. Its packed with Amazon marketing stuff which is fine if you use them but most just take up space for us. This new version comes with 16gb but allows you to expand the memory with an sd card which is great. One problem if you have a few other kindles is that they are linked to your account so if they are for different family members/kids they may end up with the same stuff on them. My kids mainly use them for game apps and YouTube videos which am seem to work great. The sound is good and the hd video is nice. Overall happy with it and the price was good for this type of tablet.
4,"Overall, very impressed especially when compared to my iPad mini 4. This tablet does it all and makes for an excellent e-reader, while also boasting specifications that rival any iPad."
3,"The display is not as sharp and vivid as they say but still good. Probably better for reading than watching videos. We didn't really get it for the games, but there is a good selection. WiFi works well and internet browsing is fast."
4,Great tablet for the price. Add to that expandable memory and it's a great gift for the holidays.
4,This 8 inch Fire is definitely better than the cheaper 7 inch. It works fine enough for teens to play games and watch movies.
4,"I like the fact that it comes w/a case. It's easy for the child to operate, instructions are clear."
3,Good tablet althought the availability of apps thru their appstore is limited.
3,"Works fine on wifi, otherwise a little slow. My kid enjoys it though. For the price it's good."
4,"Just decent tablet... working fast, but it needs more language support and apps as well..."
3,returning for a replacement. It got wet and quite working for a child's device it should be better made.
1,It would not turn on or charge. We have to return it to Kindle.
2,"Downloaded movies for my son to watch and the audio is terrible, you could barely hear it so I returned it"
3,Wish it was easier to understand set up so children don't accidently charge to my account.
3,It's difficult to navigate and not user friendly. I was hoping for better results
2,"Bought it in order to watch NBC but the NBC app isn't compatible, so now I have a paperweight."
2,"I bought this tablet as a replacement for my wife's Fire TV HDX 8.9 as her battery life is starting to decrease as it is getting older. Unfortunately, she was not happy with it as the tablet is slightly smaller screen wise (the next step is 10"" which is way too big, and has 4 less hours of battery life) and I was disappointed despite it being a newer tablet it was not able to decode HEVC, like the Fire TV 2015 boxes we have connected to our televisions. This unfortunately is a show stopper, as we can't view the movie library we have on this tablet. We will wait until a newer version comes out that is improved."
2,"I have always gone to buy a kindle because I like the books and th games available. But I found them very unpredictable and unreliable. The color burns futon screen, then the screens starts jumping. As a result I have purchased 8 over the years. Not sure if Want to go through that for the 9th time!"
1,"I have never had so many issues with a kindle and I have purchased alot. It's slow. It shuts off whenever it wants, the sd card dosent read half the time. And when it does it seems to be downloading it. And it deleted apps off my other kids kindle or adds when I do ... very very stupid . It has cracked . And I have never dropped it . It isn't made well. I am going to return it and I will probably never buy another kindle . HORRIBLE"
2,"So I bought my little guys these tablets... so that I could repossess my IPad. Love the free time app but who could've imagined they wouldn't play NETFLIX!! So now... I'm out the money for the tablet and still don't have my iPad back... and yes, I called Amazon numerous times... they work after the fix, but the next time they go to use them they don't work again... the fix takes several minutes as it's force stopping the app, clearing cache then doing a hard restart... then you have to wait to restart Netflix.... oh and sometimes you have to do it numerous times before it works... if it works at all"
4,Great tablet but apps limited comparison of other tablets.
2,"I was initially excited to get the Kindle. I am extremely disappointed with all the ads. Even more disappointed to find out that I could pay Amazon more money to remove the ads. It's frustrating that Best Buy and more specifically Amazon, don't let the consumer know on the box or in store advertising that what you're buying is a mini advertising billboard. Why couldn't there be an upfront statement on the box or in the store stating that the ""low price"" is subsidized by all the ads on the device? Would this have changed my purchase? Absolutely!!!! I would have spent a couple bucks more and probably got a Samsung tablet."
4,My Mistake to buy for 1yr old.But my 30yr old son enjoys it!
4,Has meet all my needs plus some. Recommend you buy a good stylus pen at the same time.
1,"If adding more than one child to the account, the screen will not rotate properly for the second, third, or fourth child. Geek squad could not fix this problem, seems to be a manufacturer's issue. Also, there are too many adds. I returned this product."
4,Has a few quirks that are disconcerting bur overall a great product.
4,"I'm a Windows person & this is not Windows. I'm still learning. I am happy with the size as it fits easily in to my purse, but I HATE touch items - I always seem to touch the wrong area (like spelling something, I go for a letter & get one of the letters next to - so it slows down my typing - one of the reasons I don't have a smartphone). All in all it's pretty good. I guess I would recommend it because it's the way this world is turning. However, they don't make a glass protective screen cover - only plastic."
4,"I'm a Windows person & this is not Windows. I'm still learning. I am happy with the size as it fits easily in to my purse, but I HATE touch items - I always seem to touch the wrong area (like spelling something, I go for a letter & get one of the letters next to - so it slows down my typing - one of the reasons I don't have a smartphone). All in all it's pretty good. I guess I would recommend it because it's the way this world is turning. However, they don't make a glass protective screen cover - only plastic."
2,"If you are looking for an inexpensive tablet just for basic web surfing/shopping/etc., I don't know that you can get a better deal. However, that is about all you can do. We found out the hard way that the Fire (which we bought to replace a misplaced iPad, so maybe we were just spoiled) is pretty limited in terms of the Apps you can download. Forget about any Google based Apps and many of the standard apps that are generally available in the Android or Apple market place. I love Amazon itself and don't have any major issues with the product I got for the price I paid, I just won't be going the cheap route in the future. Hindsight being 20/20, I should have spent the money to just get a new iPad since that is what we were used to."
3,There is nothing spectacular about this item but also nothing majorly wrong with it. The biggest flaw is that this is geared to kids and there is no way that I have found searching settings or online to lock the touch screen so that a video keeps playing if the child hits the screen. This means lots of times helping get back into the movie or show rather than just relaxing like an iPad can do with guided access activated.
1,I bought this on line as a gift. The unit does not stay on and I cannot get in touch with anyone to get the unit repaired
1,"I didon't care for this tablet, downloading apps outside of Amazon was really confusing."
5,"I am very happy with this Amazon tablet. I purchased it for business purposes, as well as recreational, and it works great for both. I did get an SD card for more memory. Also, if I would have bought directly from Amazon, there would've been a 1 month wait. However, I was able to order from Best Buy online, and pick it up that very day!!!"
4,Great for the kids. Durable. Nice that you don't have to download any software or block anything. Slow tho!
5,Great to give to the little ones so they don't break my phone. Found it at a great price and used rewards to bring the price down more.
5,I have a 4 year old boy and 6 year old girl and 12 year old boy no cracks or broken yet yes they have dropped them no case but no cracks yet pretty amazing when they drop it on hard wood floors and still not broke!!
5,"my grandson can be beastly with his toys, but when we gave him this he settled down to ABC Mouse."
4,Nice and durable good for the kiddos but they like it so much you do have to limit their time on it
5,This is my 2yr. olds and he loves it. He loves the different games and watching reviews.
5,This is very durable for a young child. It is very easy to use even for my 2 yo granddaughter.
4,This tablet is quite durable. The pink is vibrant and it's very easy for little fingers to hold. My granddaughter loves it.
4,Good tablet durable lots of apps just right for 3 year old
5,Great educational tool. Not just a toy. Kids love it .
4,We bought this as a replacement. My daughter cracked the screen on her other one right before Christmas. We love it! Only issues we have is something she does will make it so only half the apps/games show. However we like she can only play safe age appropriate games and don't have to worry when she's on it.
5,Tablet is perfect for beginners who just want basic
5,Best tablet for my 2 year old son... it has helped a lot and seems to be the most simple kids tablet system available
5,I bought these for my niece and nephews for Christmas. They love them! They know how to turn them on and locate an app. I love being able to set time limits so they aren't on their tablets very often! Great investment!
5,"Needed a present for mom, at first she didn't use it much cause she had to set it up but now it's great and she loves it."
4,"This tablet is easy to set up, has great resolution, and is perfect for reading books or surfing. The price is affordable, too. It is perfect for anyone who wants a fun and casual way to use technology."
4,"It's easy and intuitive. The only criticism is that it should be easier to go right into an application, instead of watching an advertisement, then having to figure out how to exit it"
4,BOUGHT FOR 3 YEAR OLD GRANDAUGHTER. SHE LOVES IT AND NOW SHE WON'T NEED TO STEAL MOMS TABLET OR PHONE.
5,granddaughter loves it and easy and durable. loves the pink case.
5,Need to definitely get a memory card. Not enough memory to hold kids apps.
5,"I bought this for several reasons, the 2 year warranty, ease of use. My granddaughter is 21 months old and she has figured it out. Very durable, she drops it and it keeps on working"
